issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
1929|1929/02/15|0453|453|Pro Exposiciones de Sevilla y Barcelona|Avión «Spirit of St Louis»|4 pta|28,5 x 39 mm|negro|11 1/4 de peine|José López Sánchez-Toda|Calcografía|Fábrica Nacional de Moneda y Timbre|45.000|6|La Exposición Iberoamericana de Sevilla, inaugurada el 9 de mayo de 1929 y clausurada el 21 de junio de 1930, ha sido uno de los hechos más importantes de principios del siglo XX para la ciudad de Sevilla. Desde que en 1909, Luis Rodríguez Caso hiciera pública su idea de celebrar en Sevilla una Exposición Internacional, hasta la fecha de su materialización transcurrieron veinte años. La Exposición Internacional de Barcelona tuvo lugar del 20 de mayo de 1929 al 15 de enero de 1930. En Barcelona se guardaba un grato recuerdo de la Exposición Universal de 1888, que supuso un gran avance para la ciudad en el terreno económico y tecnológico, así como la remodelación del Parque de la Ciudadela. Por eso se proyectó esta nueva exposición para dar a conocer los nuevos adelantos tecnológicos y proyectar la imagen de la industria catalana en el exterior.
1929|1929/01/septiembre|0454|454|Urgente|Pegaso|20 cts|21 x 25 mm|rosa|13 horizontal por 12 3/4 vertical, de peine|Camilo Delhom|Calcografía|Fábrica Nacional de Moneda y Timbre|800.000|1|Pegaso, caballo mitológico griego, nacido de la sangre de la cabeza de Medusa al ser cortada por Perseo, blanco y con dos alas que le permiten volar. Es uno de los caballos clásicos de la literatura universal junto al caballo de Troya o Rocinante.
1929|1929/06/10|0455|455|Sociedad de Naciones|Corona y sobrecarga Sociedad de las Naciones|1 cts|21 x 25 mm|Verde, habilitación roja|Sin dentar|José Espinós Gisbert|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0456|456|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|2 cts|21 x 25 mm|verde oliva, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0457|457|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|5 cts|21 x 25 mm|carmín castaño, habilitación azul|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0458|458|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|10 cts|21 x 25 mm|verde amarillento, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0459|459|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|15 cts|21 x 25 mm|gris azulado, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0460|460|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|20 cts|21 x 25 mm|violeta, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0461|461|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|25 cts|21 x 25 mm|carmín rosado, habilitación azul|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0462|462|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|30 cts|21 x 25 mm|castaño, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0463|463|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|40 cts|21 x 25 mm|azul, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0464|464|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|50 cts|21 x 25 mm|naranja, habilitación azul|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0465|465|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|1 pta|21 x 25 mm|pizarra, habilitación roja|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0466|466|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|4 pta|21 x 25 mm|carmín violáceo, habilitación azul|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0467|467|Sociedad de Naciones|Alfonso XIII y sobrecarga Sociedad de las Naciones|10 pta|21 x 25 mm|castaño amarillento, habilitación azul|12 1/2 x 13 1/2 mm|Enrique Vaquer|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1929|1929/06/10|0468|468|Sociedad de Naciones|Pegaso y sobrecarga Sociedad de las Naciones|20 cts|21 x 25 mm|carmín, habilitación azul|12 1/2 x 13 1/2 mm|Camilo Delhom|Calcografía, habilitación tipográfica|Fábrica Nacional de Moneda y Timbre|15.000|14|Después de las atrocidades de la I Guerra Mundial, los estados para impedir que semejante barbarie se volviera a repetir crearon un organismo internacional denominado Sociedad de Naciones, en el tratado de Versalles el 28 de junio de 1919. La primera Asamblea general se celebró en Ginebra el 15 de noviembre de 1920, participando 42 estados. Después del fracaso con la segunda guerra mundial al finalizar esta se disolvió, el 18 de abril de 1946, dando paso a la Organización de Naciones Unidas (O.N.U.)
1930|1930/05/10|0469|469|XI Congreso I de Ferrocarriles|Locomotora Serie 241|1 cts|28 x 39 mm|azul celeste|14 de línea|n/a|Litografía|Fábrica Nacional de Moneda y Timbre|10.000|14|En la primera mitad del Siglo XIX, dentro de la Revolución Industrial de la época, se produjo el gran desarrollo del ferrocarril, transporte terrestre guiado entre railes de hierro o acero, que forman el camino por donde se desplaza el tren compuesto por una serie de vehículos acoplados y remolcados por una locomotora o automotor. El sello presenta una locomotora bajo un arco de piedra. Es una locomotora tipo Montaña fabricada en Alemania en el año 1925. Este modelo es el de los sellos desde 1 cts a 50 cts.
1930|1930/05/10|0470|470|XI Congreso I de Ferrocarriles|Locomotora Serie 241|2 cts|28 x 39 mm|verde oliva|14 de línea|n/a|Litografía|Fábrica Nacional de Moneda y Timbre|10.000|14|El sello presenta una locomotora bajo un arco de piedra. Es una locomotora tipo Montaña fabricada en Alemania en el año 1925.
1930|1930/05/10|0471|471|XI Congreso I de Ferrocarriles|Locomotora Serie 241|5 cts|28 x 39 mm|lila|14 de línea|n/a|Litografía|Fábrica Nacional de Moneda y Timbre|10.000|14|El sello presenta una locomotora bajo un arco de piedra. Es una locomotora tipo Montaña fabricada en Alemania en el año 1925.
1930|1930/05/10|0472|472|XI Congreso I de Ferrocarriles|Locomotora Serie 241|10 cts|28 x 39 mm|verde amarillento|14 de línea|n/a|Litografía|Fábrica Nacional de Moneda y Timbre|10.000|14|El sello presenta una locomotora bajo un arco de piedra. Es una locomotora tipo Montaña fabricada en Alemania en el año 1925.
